review,label
"This film caught me off guard when it started out in a Cafe located in Arizona and a Richard Grieco,(Rex),""Dead Easy"",'04, decides to have something to eat and gets all hot and bothered over a very hot, sexy waitress. While Rex steps out of the Cafe, he sees a State Trooper and asks him,""ARE YOU FAST?"" and then all hell breaks loose in more ways than one. Nancy Allen (Maggie Hewitt),""Dressed to Kill,"",'80, is a TV reporter and is always looking for a news scoop to broadcast. Maggie winds up in a hot tub and Rex comes a calling on her to tell her he wants a show down, Western style, with the local top cop in town. This is a different film, however, Nancy Allen and Richard Grieco are the only two actors who help this picture TOGETHER!",1
"This game was one of the main reasons I actually got a PS2. I remember playing Soul Edge (Sometimes called Soul Blade) back in the day and I was hooked on it.<br /><br />I did play the original Soul Calibur but I never got a chance to play it for a huge amount of time. I did however buy the Gamecube version of Soul Calibur II and that was what truly got me hooked on the series and I was ecstatic when I heard of Soul Calibur III. This game still gives us the classic characters such as Mitsurugi, Cervantes, Nightmare and Taki. However, it also adds several new characters such as Zasalamel, Tira and the unplayable Night Terror. (The TRUE boss of Tales of Souls) The strategy based ""Chronicles of thes Sword"" mode is a new feature which I really like, it can be quite challenging in the later chronicles but it's a good addition to the series.<br /><br />The Soul Arena mode has several missions in which you must fight a certain enemy under certain circumstances. (The exception is ""Final Battle"" in which you simply must defeat Night Terror) It's another fine touch that makes the game all the more fun.<br /><br />In some scenes in Tales of Should you will be made to press certain buttons in order to get a different result, this can be in order to dodge/block an attack or to get a better ending. (Every character has two endings) All in all, this is an excellent game and I'd recommend it if you're a fan of fighting games.",1
"<br /><br />First of all, I reviewed this documentary because I had an interest in the subject it portrayed, the LA punks.<br /><br />I listened that music and I loved that music and I read a lot of the small zines that were made in the early 80's and that were not so easily achieved in Finland.<br /><br />So if you don't like this kind of music why you write here about it? I like this kind of music, it speaks my soul, thus I know punks from all over Europe & Americas, so why do you, who find this music ""repugnant"" care to comment at all?<br /><br />",1
"A group of douche-bag teenagers go up to an old mining town in hopes of finding gold nuggets. The one hitch in the hair-brained scheme is that the ancient supernatural miner whom the gold belongs to doesn't wish to part with his treasure so easily and so begins to dispatch the interlopers accordingly. <br /><br />Literally cliché-sprouting dialog, horrible acting, some insanely terrible 'southern dialect' and a lame unmemorable killer who resembles Jeepers Creepers (without the aforementioned's predilection of young boys naturally) combine to make this stinker just about unwatchable. Even cult legend actress Karen Black in a small role can't save this aberration.<br /><br />Eye Candy: Elina Madison shows (badly lit) T&A <br /><br />My Grade: D- <br /><br />Where I saw it: TMCX",0
"What Hopkins does succeed at with this effort as writer and director is giving us a sense that we know absolutely no one in the film. However, perhaps therein lies the problem. His movie has a lot of ambition and his intentions were obviously complex and drawn from very deep within, but it's so impersonal. There are no characters. We never know who anyone is, thus there is no investment on our part.<br /><br />It could be about a screenwriter intermingle with his own characters. Is it? Maybe. By that I don't mean that Slipstream is ambiguous; I mean that there is no telling. Hopkins's film is an experiment. On the face of it, one could make the case that it is about a would-be screenwriter, who at the very moment of his meeting with fate, realizes that life is hit and miss, and/or success is blind chance, as he is hurled into a ""slipstream"" of collisions between points in time, dreams, thoughts, and reality. Nevertheless, it is so unremittingly cerebral that it leaves no room for any hint of emotion, even to the tiny, quite rudimentary extent of allowing us a connection with its characters.<br /><br />I didn't think the nippy and flamboyant school of shaky, machine-gun-speed camera-work and editing disengaged me, but reflecting upon the film I am beginning to realize that it had a lot to do with it. There are so many movies of the past decade in which the cuts or camera movement have sound effects as well as other atmosphere-deteriorating technical doodads. I suppose in this case it was justified in that its purpose was to compose the impressionistic responsiveness of dreams. However, I knew barely anything about Slipstream when watching it, and I came out the same way. And I just do not care, because Hopkins made no effort to make us care. There are interactive movies, and there are movies that sit in a rocking chair and knit, unaware of your presence. Slipstream is the latter.",0
"I remember this game. It was always sitting on the shelves alone, until one day I decided to try something new for a change, and got this game. I stared in awe at it, since it was the first ever game for the PS1 that I owned that had 4 discs. When I played it, I couldn't put the controller down, seriously.<br /><br />The storyline of this game is so good and twisted, it's almost as good as the Final Fantasy VII Storyline, and that is hard to accomplish. When you play the game, you get so involved with the characters it's unbelievable that it's only a PS1 game, as It feels like a movie. And I believe it should be made into a movie.<br /><br />Too bad this game is a very unheard of game and barely no one has played or liked it, as it is one of those games that is sitting on the ends of the shelves, with a 50% off sign sitting on it, trying to sell. Well I am one of those people who always look at those on the ends, and try them out and most of them turn out to be really good. Heck, that is how I got into final Fantasy VII, looking in a catalog, and finding it. But this is different than Final Fantasy.<br /><br />Legend of Dragoon, is the only game or RPG that is better than most Square Enix games, surprisingly. I wouldn't be surprised if it was made by Square Enix but it's not. Hardly any games I play are better than the Final Fantasy series, or the Dragon Quest series, but this one is. But what really bugs me is why it is very little known and is not praised, which it should be.<br /><br />Graphics are pretty good for a PS1 game, but what can you expect from it? It's PS1 man, made in 1999. Story I have already mentioned is amazing, almost beats VII. Characters are a amazing, you get involved so much with them, and their actions.<br /><br />A definite 10 out of 10. Definitely deserved more praise, and a very well done RPG by a company other than Square Enix.",1
"This was a new alltime low among westerns. The writing is excruciatingly bad, characters are impossible to emphasize with and are either disgusting or bland, the violence is appalling and technically not very convincingly executed. And Tobey Maguire shows us the flip side of his talent, sleepwalking through his part with those expressionless eyes and that raspy voice of his that here betrays only mannerism. 'Ride With the Devil' is among my five worst movie experiences ever, a western never to be surpassed in the negative respect.",0
"The industry dropped the ball on this. The trailer does not do the movie justice and when this opened it was on a hand full of screens. Had people had an opportunity to see this, work of mouth would have made it very successful. The 2 lead actresses each give great emotional performances that really draw you in to the story and especially the characters. I checked this out based on the rave recommendation Richard Roeper or (Ebert and Roeper) in his book. An example of a great film that never got fully released except on a few screens. Which gave it no chance to be seen. Some movies go to video quickly because they aren't that good. This is Oscar worthy and it's a tragedy on many levels that most will never even hear of it. Maybe via word of mouth it will gain a following on DVD or cable. If you haven't see this movie you should. Great performances of the 2 lead actresses make this movie. It could have just been another formulaic teen movie after school special but instead it stands up well to other note worthy films. Girl Interrupted comes to mind. If you like that you will like this. <br /><br />Both girls are in one amazing emotional scene after another without coming off as melodramatic. Even though Alicia is angry and Deanna is crying through most of the movie it is done is such a real way that they do not come off as stereotypical characters or as melodramatic. The movie will move you in many scenes and if you are an aspiring actor use these real performances as your school. Erica is even better in this than in Traffic. I hope both of these actors get more roles that utilize their talents as well and let them shine. See this movie and if you like, recommend to friends so it doesn't get lost among all the blockbuster crap that comes out every year. This movie was buried while Spiderman 2 tops records. What kind of word are we living in? AGHhh. So to make the world right again see this and recommend it.",1
"Jane Russell proved to be a delightful musical-comedy performer in the similarly titled ""Gentlemen Prefer Blondes"" but, sadly, this film squanders those skills. There is a budget, and nice Paris photography, but the film just doesn't work. Ms. Russell seems to be playing Marilyn Monroe. That leaves nobody to adequately play Jane Russell. Some of the other players are WAY out of their element.<br /><br />There are several embarrassing scenes; most of all, be warned: there is a musical number where boneheaded African cannibals ""cook"" the brunettes in a pot, after Alan Young sings in a gorilla suit.<br /><br />This is an interesting, at times embarrassing, waste of resources. <br /><br />*** Gentlemen Marry Brunettes (10/29/55) Richard Sale ~ Jane Russell, Jeanne Crain, Alan Young, Scott Brady",0
"This is the most saccharine romance I ever sat through. The perfect film for an idle housewife in kerchief, housedress, and ostrich-trimmed high-heeled mules to watch in the afternoon, lying on the couch eating bonbons. In fact, bonbons play a prominent role in the movie.<br /><br />The only reason I was able to watch to the end, is that I finally was able to gaze at Keanu Reeves' dreamy face in almost every scene. In most of his films, he moves too fast to get a good look. The only rapid action in this show is Giancarlo Giannini waving his hands with Latin emotionality - more Italian than Mexican, really. <br /><br />The dialog is as stiff as wood. Unfortunately, no bodices are ripped - the hero is disgracefully perfect-mannered and mild. The aristocratic warm-blooded old-world family cliche is as old as the hills. What does it matter if they are Irish or Italian or Mexican? This is a fairy story.<br /><br />I knew before the titles finished running that this would not be the movie I hoped for. The glowing grapes looked like the paragon of all food ads in Women's Day Magazine. I didn't see his name listed, but the art director surely was Thomas Kinkade, who paints the million dollar canvases of Irish cottages snuggled in fuchsias. This film was literally seen through rose-colored glasses. If you like dreamy pink and blue sky, this film is for you! (The bonbons looked really good, too!)",0
"Oh my god. the idea that this movie is a thriller is an absolute joke to me. besides the point that it seems to be written by a 5 year old. the plot, the acting and even the props and filming of this movie were all beyond disgrace.<br /><br />I am not usually this critical about any movie, cause every person has his/her style. But this movie, however, was probably the worst movie i have seen in 2008. I can honestly believe that this movie is unknown, and i think it should stay like this, for movies like these are making the thriller genre a joke.<br /><br />I advise anyone that is a fan of thriller movies, or even simply movies to stay far away from this one.",0
"Sacchi is the best Bogart impersonator ever... dry and droll as Sam Marlowe. The music from award winning composer George Duning [From Here To Eternity, Picnic, The World of Suzie Wong], the cinematography of perfect locations [including the famous Ambassador Hotel] are all right on target as famous tv director Robert Day [Kojak, Streets of San Francisco, The Avengers] guides the most endearing group of well-known character actors through a spoof of every dark detective film every made. See this if you loved all the old serious flicks and have a sense of humor... this one is a hoot.",1
"The brilliant Chuck Jones, master of Warner Bros. cartoon comedy, brings us the first (?) Pepe LePew cartoon. An alley cat, tired of being pushed around, paints himself in the colors of a skunk, and with a healthy dose of Limburger, turns the tables on his tormentors. Then along comes Pepe, and you know the rest. Many of Pepe's famous gags were born here, including his chase/hop, in which he hops casually along while his prey runs himself to exhaustion.<br /><br />In my opinion, Warner Bros. cartoons became less inventive and more ho-hum in the 50s. This 1947 'toon is one of the few examples of Mel Blanc putting his absolutely crazy voice into Pepe's mouth. But the kicker is the ending, where Pepe is revealed to be an American ""wolf in skunk's clothing""! A must see! Classic Warner Bros...",1
"The main reasons to see ""Red Eye"" are Rachel McAdams, who delivers a stellar performance, and Jayma Mays, who is wonderful as the Assistant Hotel Manager. On the other hand, Cillian Murphy overacts so badly that he becomes cartoonish. The rest of the movie is riddled with plot holes, on which I will elaborate.<br /><br />Please do not read further if you don't want to know what happens!<br /><br />Here is a synopsis of the plot. Rachel McAdams's character (Lisa) manages a hotel where the new hard-nosed Homeland Security Director plans to stay that night. Rachel is returning to Miami from a funeral, but fielding calls from her assistant up until the plane leaves. In the meantime, someone is stationed outside the house of her father, Joe (played by Brian Cox), ready to kill him if Cillian Murphy (Jackson) calls. All Lisa has to do is phone the hotel and move the Director's suite to one where Jackson's cohorts are planning to fire a guided missile (from a fishing boat) to kill the Director and his family.<br /><br />So, here are some of the plot holes or absurd coincidences:<br /><br />1. Jackson finally convinces Lisa to make the call, and in the middle, the phones in the plane lose their connection. Lisa tries to fake that she is making the call, but coincidentally, a guy across the aisle from Jackson is also making a call and starts banging his phone to indicate it is dead. Jackson catches on and grabs the phone from Lisa.<br /><br />2. At one point, Jackson head-butts Lisa and she, of course, gets knocked out...but only for 30 minutes.<br /><br />3. Jackson catches Lisa writing a note on the mirror in the (extraordinarily large) lavatory, and he bangs her around a bit. Miraculously, the only one who hears anything is an 11-year-old girl, whose word, of course, is discounted.<br /><br />4. Lisa stabs Jackson with a pen in the throat as the plane is landing, steals his cell phone, and makes a mad dash for the exit, fitting down the aisle between the seats and 18 rows of standing passengers. Despite knowing there is a passenger with a pen stuck in his throat, the flight attendants oblige Lisa by opening the door to the jet-way.<br /><br />5. OK, all those are reasonable (if not highly unlikely). But here's where it gets really stupid. Lisa gets into the terminal at Miami Airport, and there is no cell phone signal (every major airport in America has great cell phone reception).<br /><br />6. She runs through the airport with Jackson in hot pursuit, and no security officers even delay them.<br /><br />7. Jackson, who lost Lisa in the Airport while the train from the gates pulled away to the terminal, has lost some of his voice from the pen in his throat, but he can still be somewhat understood. However, he doesn't bother to call his man outside of Joe's house. (PS: There is no train at Miami Airport, but the one they showed looked an awful lot like the Orlando Airport).<br /><br />8. Lisa steals a car and rides away. Of course this time, when she goes to make a call, the cell phone says ""low battery"" and soon shuts off (when will they stop using this inane plot device?).<br /><br />9. While the phone still said ""low battery,"" Lisa had reached her assistant just in time to save the Director and his family from the guided missile launched by the fishing boat to the window of the room on the 40th floor to which the Director had been moved. Of course, they expect us not to notice that the hotel is surrounded on 3 sides by ocean, so the missile could have probably been launched at the first suite, thereby negating the need for the whole Lisa-Jackson plot. What's the story here? Was the Director's original room on the 38th floor one of the only rooms in the hotel with a lousy view? Nevertheless, everyone gets out just before the missile hits.<br /><br />10. Lisa drives to Joe's house to save her father only to see the killer outside. Although she runs him over (as he is shooting at her) by crashing her Jeep into the house, no one in the neighborhood seems to notice or bother to stop by.<br /><br />11. Jackson arrives at Joe's house and knocks him out (we don't see how...maybe another head butt). He then explains to Lisa that he didn't kill dad yet because he wanted dad to see Lisa die first (Give me a break. What is this? Saturday morning cartoons?).<br /><br />12. For the rest of the movie (about 20 minutes), Jackson chases Lisa around the house, and she resourcefully fights him off. Of course a real killer (i.e. one maybe played by Jason Statham) would have done away with Lisa (or for that matter anyone who is not a trained killer) in the first 30 seconds. During the course of this chase, Jackson steps over Joe at least once without bothering to kill him.<br /><br />13. Finally, Jackson prevails, and he is about to kill Lisa when (you guessed it) he is shot by Joe.<br /><br />So, here's my suggestion...tell Wes Craven to stick to horror. Or maybe he should get together with Michael Bay (who directed the equally stupid ""The Island"") and make ""Red Island.""",0
"It's just such a joy to have watched this intriguing project. So refreshing and educating. Not only to a filmmaker, who can learn what can be achieved in 5 minutes of screen time, but also as audience, who may not be so ready for so much love in such short time.<br /><br />20 short films about love in Paris are all unique, but some of them, as expected, stand out. I thought the Tom Tykwer (Natalie Portman) segment was the best, although the mimes made me smile inside just the same.<br /><br />I clicked on ""spoilers"" option for this review bus alas...what you read is a spoiler enough. Just watch it. Don't read what I write, but watch the movie instead.<br /><br />And smile.",1
"An updated version of a theme which has been done before. While that in and of itself is not bad, this movie doesn't reach the ring like the other ""inherent and pure"" evil ones do. <br /><br />Predictable, ambitious attempt that falls short of the mark. Not worth sitting through for the tired contrived ending.",0
"Man, was I disappointed.<br /><br />1) Adam Arkin is more whiny than Ross Geller from 'Friends' <br /><br />2) A great cast is wasted (Kenneth Mars, Alan Arkin, Ed McMahon, Pat Morita, Louis Nye) with this amateurish script.<br /><br />3) The movie suffers from horrible pacing. It jumps around through in a jumbled, confusing manner.<br /><br />4) The story doesn't even make sense. Why does he want to break the football streak? What about the stupid violin music? None of it is explained.<br /><br />5) It's not even funny. It's like a bunch of accountants trying to do improv, saying ""Lookit me! Lookit me I'm being funny!"" This was a bad attempt at making another ""Love At First Bite"".<br /><br />I like Larry Cohen movies, but man he failed here. I couldn't wait for the credits to roll. Horribly disappointed.",0
"Thank god ABC picked this up instead of Fox. The best description (for those in the know) is really Wonderfalls meets Dead Like Me in the best way possible.<br /><br />I'm not sure whether an experience with death and destiny early in life makes me a fan of Brian Fuller but I certainly enjoy his productions. I also enjoy checkered floors, pies, talking toys, gravelings and other mischievous items :) While a bit ""Burtonesque"", I certainly think this enjoys its own niche that doesn't require J Depp or HB Carter to be a wonderfully imaginative playground. Here we can find the joys and sorrows of childhood and adulthood crashing into each and actually making sense and making us want to live life to the fullest!",1
"Yes, this movie has kids going to space camp and it starts out okay enough as you have the kids meeting one another and learning the ropes. Then they introduce Jinx, a robot that could not possibly exist in 1986 as they do not have anything with that kind of artificial intelligence now. Kid becomes buddy with robot and robot repays the kid's kindness by shooting him and a group of other kids in this camp into outer space with a very limited oxygen supply and radios that do not have the signal to reach into space. This camp is also not very fun as these kids are put to real training and the instructors get all over them for failing missions or not doing the right things. Give it a rest, they are there for fun, not to become astronauts just yet, just give them the experience of space flight not a military like camp. However, you do get to see Joaquin Phoenix in a fairly early role. So in the end a movie that tries to be realistic in some areas, but with the introduction of Jinx and other factors you might as well had the kids battle space aliens on top of everything else that was happening in the movie as that would have made the movie a bit more enjoyable at least for me. Probably for a few others as well, who else would like to see Kate Capshaw's face ripped apart by some strange super alien creature.",0
"I think I will make a movie next weekend. Oh wait, I'm working..oh I'm sure I can fit it in. It looks like whoever made this film fit it in. I hope the makers of this crap have day jobs because this film sucked!!! It looks like someones home movie and I don't think more than $100 was spent making it!!! Total crap!!! Who let's this stuff be released?!?!?!",0
"""Hak Hap"", or ""Black Mask"" (in english) was a disappointment. I was told that it was a sort of ""Japanese version of the Matrix"". Imagine my disappointment. The film was either badly dubbed or the soundtrack didn't time well with the film. Another thing is that the dialogue was pretty much bad. There was very little thought put into the English version of this film and it appeals only to the ""senseless action"" genre. Not a film I would want to see again.",0
